Age,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_INR,Current_Balance_INR,Existing_EMI_INR,Loan_Amount_INR,Credit_Utilization,Previous_Defaults,Credit_History_Years,Active_Loans,Loan_Purpose,Approved
42,Private,58687,26397,328822,64281,10604,367450,0.09110984108710685,0,2,0,Personal,1
19,Private,209735,68200,584982,50135,41402,7304843,0.718271724940566,1,1,0,Home,0
26,Government,29498,9312,202137,44889,0,155218,0.3529792160712666,0,7,0,Education,1
45,Government,55029,31242,584140,7278,10297,414816,0.8413458989726793,0,9,3,Personal,1
55,Private,56765,37620,292780,8344,0,2101073,0.5472911773364572,1,12,0,Home,0
20,Private,48695,22582,150502,25803,0,309974,0.8904861603615416,0,2,1,Personal,1
37,Private,50244,31890,31128,28035,9732,315375,0.5543701466689116,0,0,4,Personal,1
23,Private,28929,9017,79217,88271,6538,301920,0.3235868175728053,0,3,0,Car,1
56,Private,60797,37151,196226,20971,0,750851,0.9605223544136197,0,14,0,Business,1
50,Private,16279,5292,158318,12807,2289,97108,0.45594831952833237,0,2,4,Education,1
18,Government,144163,91597,186677,8350,39194,1096497,0.850277958017991,0,0,1,Personal,1
54,Private,137011,89460,1508503,3670,0,5278895,0.8399983946682734,0,15,0,Home,1
23,Business,40233,24718,87868,4133,3562,320793,0.5625901820702183,0,0,0,Personal,1
62,Business,92138,57890,1417421,27611,12879,1021936,0.5009257859334023,0,4,1,Car,1
51,Private,41108,21565,268396,7817,12648,227677,0.2953182054074204,0,20,1,Education,1
64,Business,49310,20017,714943,59238,13751,610892,0.560874872719527,0,25,1,Car,1
32,Private,32579,18156,181095,29225,0,273928,0.5746394300330807,0,4,1,Personal,1
62,Government,80166,38144,1297326,62049,11763,665892,0.24028292191509038,0,8,0,Personal,1
43,Business,34586,10449,300930,18730,2755,251717,0.8047478047538232,1,13,2,Personal,1
31,Government,78518,38531,483385,29173,4678,2738267,0.3374895738808853,0,13,4,Home,1
24,Self Employed,47799,26790,95081,24360,0,388291,0.7540603633980001,0,1,0,Personal,1
63,Private,48516,14824,436718,131547,12647,364844,0.9879922485229604,0,13,1,Personal,1
48,Private,20034,10989,85772,49809,3272,208332,0.995461601670935,0,5,0,Business,1
41,Private,50813,28506,44770,29145,10602,427661,0.8633146396750658,0,11,0,Personal,1
48,Private,24649,8953,229901,29986,3295,179181,0.8569670369919382,0,16,0,Personal,1
46,Private,50866,24030,176951,10582,0,442235,0.8059699228064463,0,16,0,Personal,1
59,Private,156978,107645,1074335,41812,0,5419443,0.697263704305423,0,3,1,Home,1
49,Private,21295,13920,91642,123942,0,687292,0.18398228609079026,0,6,0,Home,1
34,Business,44884,20840,101598,6158,2622,221631,0.10796898420820011,0,9,1,Education,1
31,Self Employed,33479,14728,34712,32422,11157,228879,0.572102220972315,0,8,0,Personal,1
57,Private,26260,9181,151387,23886,3432,272554,0.6766012091607466,1,5,0,Business,1
53,Private,30493,9577,59963,58995,0,416401,0.4005752311045411,1,9,0,Business,1
65,Self Employed,118479,49640,1168619,2001,24118,1364348,0.9487309155804242,0,23,1,Car,1
41,Private,138953,93947,122901,6405,27756,5298694,0.2510891157841755,0,4,0,Home,1
62,Private,26165,17882,408269,3133,0,255862,0.25162255598420724,0,25,3,Car,1
44,Private,62351,38969,708591,7335,20371,1738486,0.8688592769295016,0,10,0,Home,1
42,Business,28243,12436,110115,38923,3175,152416,0.5088989625046583,0,16,1,Education,1
49,Government,32630,11663,130652,6513,7618,1295479,0.03597883788295442,0,18,1,Home,1
35,Government,14335,7715,21457,31212,0,141577,0.1959158992756278,0,13,0,Business,1
63,Private,176151,98398,2500000,62795,0,2000000,0.5650871543552635,1,13,1,Car,1
35,Private,94749,44515,541811,3057,9550,863975,0.3259624006205397,0,12,1,Car,1
54,Private,33156,19119,302935,2814,8383,209298,0.4893955951484429,0,2,1,Personal,1
43,Private,58157,34817,601757,139703,10266,462876,0.7939605355656346,3,8,0,Personal,0
26,Private,38561,23646,244995,35559,9577,190210,0.49503497798799123,0,1,0,Education,1
52,Government,86471,43314,1006099,6548,8412,774260,0.4651691142881893,0,1,0,Car,1
25,Government,39944,24631,209733,12988,6714,414356,0.1760170436638404,0,1,2,Business,1
37,Self Employed,43614,13528,380800,128001,3584,527787,0.146293006221891,0,0,0,Car,1
59,Business,32950,18852,458133,9732,0,186144,0.43166065631189565,0,4,0,Education,1
39,Private,70427,27766,298912,43929,0,2425660,0.2096022920614833,0,1,0,Home,1
36,Government,184535,75328,1727343,10279,0,992372,0.4004340837476641,0,13,0,Education,1
47,Government,41334,13909,376785,17248,0,258589,0.5655498370450337,0,23,0,Personal,1
45,Private,41050,15474,201754,65784,2933,265157,0.11252513132000641,0,16,2,Personal,1
52,Self Employed,48286,33645,319330,2865,0,467229,0.1964589360616278,0,15,2,Car,1
60,Private,57303,26712,647923,13011,0,452275,0.8571444436506918,0,1,0,Personal,1
28,Self Employed,40970,27495,122678,22035,9604,545197,0.6334615172721463,0,5,1,Business,1
48,Self Employed,38740,14146,415242,31464,8036,383845,0.7448190025243627,0,0,1,Car,1
65,Business,51509,19657,179733,2859,3601,1513109,0.4886290024156531,0,5,1,Home,1
56,Government,17143,8967,233824,17863,2562,86118,0.6888882494507653,0,1,1,Education,1
53,Private,35297,15524,172044,14660,0,302422,0.43330357813356624,0,4,1,Personal,1
47,Government,14755,8226,38034,2817,0,144634,0.1295582808791852,0,21,1,Car,1
40,Business,36475,17100,337281,15172,0,218898,0.43728781634993275,0,2,4,Education,1
36,Self Employed,27751,17334,76458,82510,6157,171259,0.6260968336668434,0,8,3,Personal,1
29,Private,71409,33749,471153,11632,9704,553842,0.2529066034427948,0,6,2,Personal,1
32,Government,31535,16680,91560,28427,0,330828,0.7038436001539543,0,5,1,Business,1
48,Private,39367,16865,472654,12618,2520,1510225,0.13354114848856002,1,25,1,Home,1
60,Private,13511,7858,57910,5383,4682,121048,0.23171632963913857,0,20,2,Car,1
54,Private,90530,50868,166600,12263,0,1057947,0.7253814627067163,0,16,0,Business,1
54,Private,25544,11719,345946,21089,2417,151779,0.23480797529833597,0,16,0,Education,1
32,Government,36695,15060,68191,12538,0,1361242,0.6290370766003437,0,1,0,Home,0
46,Self Employed,78186,42661,908848,31358,0,3066215,0.7058733299536196,0,23,4,Home,0
60,Private,78362,53071,1046889,91330,22456,459067,0.21234702558433027,0,24,0,Education,1
43,Private,25172,8887,40208,4153,0,156214,0.5051558379795933,0,1,1,Personal,1
61,Government,67249,41670,524876,39869,22702,856056,0.9420893073725342,0,5,0,Business,1
19,Self Employed,24606,12726,16370,2037,0,290745,0.5918056287907588,0,0,0,Business,1
37,Private,56352,28752,206653,2030,9239,1599824,0.037107217869976394,0,11,3,Home,1
32,Business,30621,20965,102438,6278,0,306331,0.19532402405188076,0,12,1,Business,1
21,Private,26660,14459,93258,21613,0,168227,0.8202371995499607,2,3,1,Education,0
39,Business,50068,31653,508940,3475,0,286576,0.47783542071899743,0,9,1,Education,1
55,Business,31757,16062,103239,40420,7732,199785,0.06991294540773396,0,3,2,Personal,1
40,Private,164579,65821,651432,2891,11312,2000000,0.35888777815043615,0,13,2,Car,1
43,Business,33837,19550,237807,22521,0,255158,0.714296237932693,0,23,0,Personal,1
28,Private,23976,16046,39958,35819,0,151502,0.7440632513684444,0,5,0,Personal,1
45,Private,28586,18194,249998,10136,2965,327315,0.5877530824561468,0,4,0,Business,1
19,Government,48512,18402,108378,27974,7475,414254,0.7516054927504784,0,0,3,Personal,1
25,Private,52427,22373,332989,11105,12702,1950495,0.4241861262035036,0,6,0,Home,1
46,Self Employed,59024,29910,472793,9227,13189,410735,0.4764573361704352,1,10,1,Personal,1
28,Self Employed,84702,44776,254803,53176,21526,2296631,0.4300920425880129,0,7,0,Home,1
54,Government,17987,6790,190894,14145,0,187138,0.2926139864098055,0,5,1,Business,1
35,Private,87055,34125,689687,52456,0,553511,0.650175698765738,0,1,3,Personal,1
31,Private,28329,17097,190381,9335,4929,314829,0.6627994203494809,0,4,3,Business,1
27,Self Employed,62379,36936,138709,15195,8093,2431265,0.8642550890337996,0,0,2,Home,0
52,Private,137676,87518,865630,5249,31101,875027,0.318932587180363,0,12,2,Personal,1
26,Business,30364,20440,102402,22585,4099,841553,0.6418970873767195,0,6,0,Home,0
52,Private,29619,12537,175215,16418,6439,184047,0.3426825017256978,1,9,1,Personal,1
28,Private,26514,17070,70068,2179,7873,189094,0.9050530029444224,0,3,0,Personal,1
61,Business,40022,22668,500117,20756,0,241239,0.32433395510707996,0,6,0,Personal,1
29,Private,104739,71548,59906,4319,0,1185733,0.7881764356493823,0,2,0,Car,1
20,Government,25119,10269,45240,56412,5862,772319,0.8332741106052218,0,0,0,Home,1
56,Private,36451,14867,106290,22418,0,1170516,0.35939885761218515,0,19,2,Home,1
31,Government,88030,51208,133332,37140,0,887112,0.21255078547367912,0,9,1,Business,1
45,Business,71279,47854,275549,53633,14422,436636,0.07371511549568266,0,14,0,Education,1
28,Private,36321,22875,210724,3576,10431,192967,0.9106574911279064,0,7,0,Education,1
56,Private,43193,25519,626524,14338,0,1235299,0.6539790081970576,0,5,0,Home,1
42,Private,84923,38633,518327,2763,22212,2711719,0.8198553590323715,1,8,2,Home,0
38,Government,126634,74347,487992,3527,0,5108614,0.6184239440673317,0,6,0,Home,0
27,Self Employed,136026,84395,822535,3157,46258,1076298,0.15966058536114158,0,4,0,Personal,1
60,Business,112182,67456,225098,21497,35707,938441,0.3035753405120518,0,3,1,Personal,1
32,Business,32792,18715,41930,19972,10427,1282280,0.33750874319382196,0,0,3,Home,0
36,Private,145972,46543,541307,3895,19615,1647549,0.43051345493243387,0,15,2,Car,1
65,Private,31466,17743,263369,11129,4246,234563,0.052307211712004364,1,1,1,Personal,1
39,Government,18202,8942,153423,10410,3108,154248,0.6701202118174727,0,10,3,Personal,1
38,Self Employed,52439,35901,494150,12555,0,336150,0.27058989245536613,0,6,2,Education,1
61,Private,118863,64527,1083868,32713,0,941332,0.4800870521763356,0,18,0,Personal,1
49,Private,72997,39658,502826,37827,9988,2785343,0.05966776155062936,0,6,0,Home,0
40,Business,46900,32718,131168,14423,9967,374846,0.6970715162286785,0,16,0,Personal,1
30,Private,58385,19701,226759,48567,11242,1821918,0.5478434877031259,0,2,0,Home,0
22,Government,67459,27693,367429,18231,0,417104,0.905119525499026,0,0,0,Personal,1
21,Government,53559,30123,129223,24169,6114,644439,0.19724801717314155,0,1,2,Car,1
45,Private,41059,17495,128111,6718,3100,528294,0.9577050016470895,0,0,5,Car,1
31,Government,31431,13781,98401,9953,1828,272941,0.9058441386396907,0,10,4,Personal,1
25,Private,52438,34454,190501,41009,8622,475761,0.2957274173404255,0,5,1,Car,1
26,Private,45545,24218,196942,115222,15211,267932,0.8980099004613632,0,5,1,Education,1
52,Private,49127,16759,318748,38588,0,1738621,0.2919704333357872,1,2,0,Home,0
54,Self Employed,91821,38963,1022907,3671,0,2941435,0.336008702143062,0,19,0,Home,1
38,Private,42252,13961,261355,6625,14093,240616,0.9090128954145164,1,18,3,Education,1
35,Self Employed,43265,22603,277004,19705,0,1436653,0.7876096169396205,0,0,3,Home,0
50,Private,54937,20288,638358,41567,10564,2172462,0.4411759766514515,0,12,0,Home,1
25,Private,236928,152308,1380631,7443,37402,2000000,0.1136856782189467,0,3,0,Car,1
34,Business,25459,13516,58466,43687,2658,123783,0.4632571066593475,0,12,1,Education,1
60,Government,94383,30556,976880,26346,26419,1117230,0.844238358241778,0,0,0,Car,1
48,Private,40970,17221,385105,46688,13192,273035,0.591928302810186,0,10,0,Personal,1
51,Business,47259,25828,128054,26468,0,1313610,0.04848541759343794,0,23,1,Home,1
23,Private,22308,9686,116654,29678,0,139428,0.4084616129123645,0,2,0,Education,1
39,Private,151490,76543,365027,10580,21169,1559388,0.6998909800772587,0,4,0,Car,1
31,Private,56023,37184,375974,40209,0,374025,0.8813514292259671,0,10,2,Education,1
20,Self Employed,72787,32027,83025,57739,10783,745205,0.976960534292678,0,2,0,Car,0
29,Business,19944,8662,116896,63505,1895,148602,0.8367414543480123,0,2,3,Personal,1
53,Government,33344,20936,94906,2896,7052,210089,0.8716382791004762,0,19,0,Personal,1
29,Government,62785,26840,202785,31392,0,2150266,0.21503922279826437,0,2,0,Home,1
62,Private,44507,14739,144996,138801,11703,446407,0.8599478863351755,0,18,2,Car,1
19,Private,64087,23864,102703,28523,22427,501145,0.9263632742686804,0,0,2,Personal,1
19,Private,173114,117634,864377,7635,0,783416,0.6341982460749658,1,0,0,Education,1
32,Private,66354,44677,92546,65015,9625,837081,0.48746016309713613,0,14,3,Business,1
40,Private,37449,14602,177183,11208,0,274887,0.811375287548353,0,18,1,Personal,1
46,Government,33162,17290,283576,3381,0,1067194,0.6171037040672501,0,3,0,Home,1
34,Business,30970,10992,42452,18890,0,298852,0.8276478694798769,0,13,0,Business,1
49,Government,37926,21612,81628,5169,0,346371,0.45141947494884815,0,3,0,Car,1
24,Private,38898,14552,48995,5673,7217,1468562,0.17831244897060006,2,4,2,Home,0
47,Private,52646,16842,440221,20668,9244,674385,0.9175987869650905,0,16,4,Business,1
45,Business,67305,42399,739011,30455,0,734865,0.9683645954139978,0,25,2,Car,1
31,Self Employed,63657,27382,440384,72740,0,372459,0.9727486995164493,0,3,0,Personal,1
61,Self Employed,53064,18222,849462,38649,4097,2018384,0.9556273094104359,0,17,0,Home,1
47,Government,55309,35041,419046,57469,7973,328915,0.4936590083321577,1,0,1,Education,1
34,Self Employed,224449,135782,1961510,17919,0,2178721,0.628942314225034,0,3,1,Business,1
49,Private,31778,18224,144656,13507,0,338134,0.8807063181442842,1,4,2,Business,1
63,Private,47948,31861,368657,28956,6416,1340608,0.023293120923588706,1,21,0,Home,1
23,Private,16794,8324,44681,37672,0,107525,0.16232382052326,0,3,3,Education,1
41,Self Employed,38958,13682,45532,27197,0,284380,0.1649915088632702,0,18,0,Personal,1
23,Self Employed,28587,9277,147341,11217,0,151424,0.22057746880317186,0,3,0,Education,1
44,Business,31637,13520,31802,15847,4159,368692,0.4054903615139335,0,16,0,Car,1
35,Business,24065,8055,167727,19842,6774,292607,0.4633215759070928,0,13,0,Car,1
41,Private,21779,11198,105753,2427,4431,255864,0.39103309974301037,1,20,2,Car,1
54,Private,52753,16131,51927,65567,0,332932,0.8788096645994162,0,14,0,Education,1
41,Government,75071,35846,274406,23486,13088,434523,0.2581826959201131,0,2,0,Education,1
55,Business,30855,11459,175130,43712,0,835682,0.7388143873014842,0,2,1,Home,1
51,Private,14520,6494,190937,7659,3070,90428,0.9750140853757086,0,18,0,Personal,1
57,Business,52399,29868,543397,26401,4002,2031430,0.6559841118916664,0,22,2,Home,0
64,Private,64969,28611,634345,80163,12438,1869238,0.04474071415284886,0,0,0,Home,1
32,Private,73441,32059,113814,9234,15867,560894,0.11386784376776449,0,3,1,Personal,1
28,Government,26562,18495,85115,14732,6205,130727,0.8387761001613032,0,9,3,Education,1
39,Private,34079,20022,34034,16746,11190,471556,0.36078459290228093,0,6,1,Business,1
41,Business,25186,12732,213844,16501,0,163406,0.40405235781647364,0,15,0,Personal,1
18,Government,31458,16727,32480,29535,7292,165762,0.8848947617392606,0,0,3,Education,1
35,Private,30520,16727,176547,17014,0,374866,0.705550934748124,0,7,0,Car,1
61,Government,36102,11185,421757,35630,11443,448531,0.711881754330299,0,12,2,Business,1
29,Private,42156,14000,132391,21882,0,218349,0.6727681709223052,0,10,1,Education,1
60,Private,52512,29389,550792,7145,0,627371,0.6329578520354223,0,6,2,Car,1
45,Private,29515,13157,275894,91024,8715,256422,0.7551291719152167,0,8,0,Personal,1
57,Business,45078,14523,161098,10214,14493,1307398,0.700689846511807,1,6,2,Home,0
24,Private,28450,11920,113946,26798,2330,861862,0.0952378072799771,0,4,1,Home,1
40,Private,17100,6021,136894,3878,2033,195740,0.220462224668744,0,22,0,Business,1
38,Private,67803,45192,272926,77259,0,2120948,0.1087775839219941,0,3,1,Home,1
51,Government,32935,12553,96228,80931,6433,1031764,0.8079460162555507,0,4,3,Home,0
28,Private,17329,6194,42793,15602,0,569155,0.5953091447490019,0,1,1,Home,0
39,Private,68617,37771,668842,5868,0,558078,0.964994855263418,0,6,0,Personal,1
59,Private,42171,21455,263808,46088,0,1343979,0.7181272303040356,0,3,2,Home,1
52,Self Employed,64323,34115,145805,11124,21894,1962812,0.4953310436631042,0,8,0,Home,1
46,Private,63008,29889,108249,38180,0,751215,0.9326457432660558,0,1,0,Business,1
59,Self Employed,25422,12377,92679,76005,0,341217,0.9657619792627973,0,23,0,Business,1
45,Business,85672,52390,187151,28765,8553,1024104,0.6273585375627546,0,22,0,Car,1
35,Government,16323,6332,80226,61249,1059,516490,0.626069500393052,0,16,3,Home,1
31,Private,38626,17714,123996,9633,5105,334704,0.5800253300891439,0,9,2,Personal,1
35,Private,37122,25359,294957,74382,10986,466875,0.08468328466951092,0,10,3,Business,1
45,Private,30761,11565,327977,9710,4004,307431,0.7652010461061476,0,18,1,Business,1
41,Self Employed,102297,42709,566157,9677,26484,3727152,0.8764565677443249,0,12,1,Home,1
25,Self Employed,58732,22120,350627,65575,0,497565,0.5575900759856934,0,7,1,Personal,1
59,Private,21059,6490,160630,26283,4336,230615,0.1935200600402115,1,5,0,Car,1
62,Private,22969,9369,252285,50199,6533,847690,0.8124322714883205,0,25,1,Home,0
25,Government,178534,56878,255751,50658,0,856682,0.8952203620955841,0,3,1,Education,1
21,Private,36823,13325,23053,33235,0,173390,0.8061854408330629,0,3,0,Education,1
44,Self Employed,30405,13532,75838,8287,3533,373474,0.2117161133288985,0,22,0,Business,1
53,Private,98112,30246,414060,37338,20911,3184322,0.21685913213118302,0,1,0,Home,1
22,Private,16877,10146,75897,3972,5123,561230,0.4582068568839689,0,4,1,Home,1
50,Self Employed,112668,69655,338246,8719,0,580000,0.15746536442094017,2,4,0,Education,0
51,Private,30372,14109,76411,32893,2492,330264,0.687480307464317,0,13,2,Car,1
47,Private,66765,46325,779998,73517,13704,408580,0.7081325713572949,0,18,2,Personal,1
25,Private,36778,21022,173654,46311,3920,226029,0.9864999668070009,1,5,0,Personal,1
56,Private,19060,11388,144086,14124,0,206291,0.37866160501602064,0,19,1,Car,1
64,Self Employed,54561,20565,141103,54067,2799,1809771,0.7256589347003759,0,1,0,Home,1
43,Business,86567,54967,854712,103973,15985,724698,0.4966820659951917,0,16,3,Personal,1
54,Government,12000,8136,28337,14101,0,500000,0.16234527356393413,0,2,1,Home,1
51,Business,24503,9667,211726,8204,0,306571,0.9120655801240143,2,22,0,Business,0
24,Private,103025,59196,453934,8601,0,691778,0.05992568747367022,0,0,1,Personal,1
57,Self Employed,62228,37260,413939,17340,18178,320404,0.04216383481130148,0,8,0,Education,1
45,Business,64757,27331,712403,3612,14183,819893,0.26488314898037535,1,5,0,Business,1
56,Private,85693,41989,140805,22068,0,2968600,0.9995683174368942,1,8,0,Home,0
56,Self Employed,64906,22004,803988,41536,4283,2082533,0.02080284770705998,0,17,0,Home,1
45,Private,53555,19774,373823,24680,14280,296709,0.4230746280038218,0,7,2,Education,1
31,Private,95768,31088,503116,107247,0,1273216,0.5186721434409984,1,7,4,Business,1
55,Self Employed,38790,20328,561893,20580,4525,1440216,0.31466228523310813,0,16,0,Home,0
21,Business,48535,26699,165451,2400,6093,665728,0.7055591675393266,0,2,2,Business,1
59,Business,80459,53621,1025007,21053,7620,674844,0.37321291149022107,0,24,1,Personal,1
35,Private,30979,16012,59688,81727,4184,241108,0.6614836844580048,0,8,0,Personal,1
61,Private,115258,46592,1539654,5023,33148,1179805,0.344002429167115,0,8,4,Business,1
65,Private,58384,18904,785309,9568,0,610648,0.14983216361214557,0,3,4,Car,1
42,Business,24603,16089,267315,39716,8518,183241,0.5624184971799511,1,14,3,Personal,1
24,Private,43645,21453,262492,12448,9046,393077,0.5527199744046101,0,1,0,Car,1
55,Self Employed,21344,12698,82366,45475,4406,773817,0.26344546905627597,0,14,0,Home,1
45,Private,51613,15786,308671,18306,0,681098,0.36125001726461203,0,16,0,Car,1
22,Private,39054,19341,210103,49698,0,1493121,0.4351712332119343,0,4,2,Home,0
20,Private,29178,12554,103207,26057,0,228651,0.5624668293261496,0,2,1,Personal,1
61,Business,16846,5258,136252,4582,0,131522,0.6423892071391311,0,18,3,Personal,1
48,Private,30483,18602,64235,16639,2328,391056,0.12421917831055163,1,20,0,Car,1
64,Business,43986,22219,294476,14160,7065,1374074,0.1452841216346945,0,21,4,Home,1
59,Government,39214,16990,423339,51834,0,1297288,0.36647967991417907,1,21,4,Home,1
37,Private,20908,13011,163147,31415,4201,752104,0.41589838136880786,0,6,2,Home,1
36,Self Employed,49654,23772,229625,47071,0,1727281,0.3318805806039812,0,0,1,Home,1
65,Self Employed,27137,8179,54024,15963,0,341771,0.6465831677523023,0,23,0,Car,1
28,Business,85232,57768,417540,37304,0,2727031,0.9636750675429128,0,1,4,Home,0
57,Government,93104,37453,1311146,4023,23505,3041856,0.6051696905348454,0,16,1,Home,1
20,Government,42013,26561,118282,3122,0,275503,0.17382570344336168,0,0,2,Personal,1
40,Private,126206,79076,1255865,12167,0,4502698,0.3282479931191211,0,15,2,Home,1
24,Government,45045,16439,113720,46576,9344,476791,0.5450530352860182,0,1,3,Car,1
40,Business,22464,10998,214089,24912,0,253523,0.3133311358482226,2,8,1,Car,0
24,Private,99821,31551,510887,17769,24393,2781211,0.462118618976347,0,2,4,Home,1
63,Private,129116,57046,2091347,70084,25872,4721411,0.5785936670426421,0,6,0,Home,1
51,Government,89033,52742,973622,22636,0,503058,0.7060282382229172,0,21,2,Education,1
59,Private,30998,12238,177468,30510,1766,376413,0.235027901406212,0,5,0,Car,1
36,Private,23360,8102,203351,129695,0,710693,0.4701563312489485,0,7,0,Home,1
26,Government,39728,19977,190161,24168,7041,1533905,0.4078715038860452,0,2,1,Home,1
65,Private,216607,111508,805119,47905,0,2906410,0.09598064009851459,2,3,1,Business,0
35,Private,24194,13798,23843,18024,4039,797258,0.6019764940281095,0,10,0,Home,1
58,Business,80213,48420,503050,3110,17282,785540,0.7793002015671917,0,10,0,Business,1
65,Private,46373,26818,643187,55958,0,1572081,0.8502446675116575,0,20,0,Home,1
62,Private,86378,55123,916959,88689,0,1068678,0.07334334921671892,0,4,1,Business,1
59,Business,23017,8957,201593,19095,5768,174437,0.5645787430200736,0,21,2,Personal,1
42,Self Employed,42205,22280,31195,23013,13992,356550,0.9872046006860492,0,14,0,Personal,0
31,Business,28600,12699,111305,18556,0,1128521,0.755207855843978,0,12,1,Home,0
61,Business,29593,20266,101265,175346,10027,362686,0.58977180992804,0,25,0,Business,1
42,Private,76266,36311,417400,72103,0,587510,0.029829933973322786,0,9,0,Personal,1
36,Self Employed,25048,17129,238605,3259,0,155533,0.0626007597528605,0,14,1,Personal,1
56,Government,58332,35444,772716,47290,10323,407023,0.0532140710262059,0,4,3,Personal,1
32,Private,50689,29773,152998,29551,4407,1597041,0.7939869081461973,0,0,0,Home,1
33,Self Employed,27659,13736,150642,2763,3464,144754,0.5434001858451234,0,11,1,Education,1
44,Private,31488,15030,197000,19648,4136,1161220,0.30613859156273426,0,3,2,Home,0
57,Self Employed,59895,30583,167895,6865,10683,659884,0.8754031616321697,0,4,1,Car,1
27,Self Employed,48287,20157,344343,63918,0,352308,0.8116305887516394,0,4,1,Personal,1
21,Private,50160,33196,129521,2383,11817,1524484,0.7781557929337066,0,2,1,Home,1
36,Business,42635,26337,219609,63932,7958,431859,0.773819843086639,1,5,0,Business,1
45,Private,41011,25449,329543,86824,5429,1336059,0.19138261130969214,0,10,1,Home,1
38,Private,48390,22901,118700,4273,3239,290301,0.8756437296102721,0,7,0,Personal,1
64,Business,116252,38181,537350,40171,40298,731922,0.1968435949169277,0,20,1,Personal,1
31,Private,67335,38598,135275,25881,22346,553318,0.8632057421211174,0,11,3,Personal,0
50,Self Employed,45318,20382,255555,94554,0,489133,0.8915776496728343,0,19,1,Car,1
65,Private,25614,16602,110859,50006,0,337592,0.7123839734745805,0,0,1,Car,1
27,Private,38123,23336,255545,37565,5287,357149,0.7089157311887228,0,4,1,Business,1
36,Self Employed,28221,10106,198360,79912,0,183883,0.2607038238836964,0,3,0,Education,1
47,Private,30395,16434,344463,7243,0,235047,0.31314110753889024,0,14,3,Personal,1
39,Private,15958,9205,142388,16146,4561,566005,0.5725771868433092,0,10,2,Home,1
20,Government,48689,25671,187408,57534,8373,646387,0.5723830092166057,0,1,0,Business,1
54,Business,169504,85704,708030,5213,0,1298116,0.33958614077642735,0,14,0,Personal,1
58,Government,55143,21568,545297,84208,9399,1517214,0.8965207612700945,0,23,1,Home,1
35,Business,75844,29910,167876,43013,15901,2979461,0.13120367679394418,0,14,4,Home,1
28,Private,87192,52943,121545,19358,27724,730376,0.3895575364374013,0,9,3,Personal,1
65,Private,41273,12690,468971,14407,10196,303224,0.2585048377470818,0,8,0,Personal,1
19,Business,42965,26275,141081,6791,11306,404479,0.9289838335762598,0,0,0,Car,1
29,Private,21205,10829,34327,4950,0,264936,0.1428137489806599,0,9,1,Car,1
23,Private,55168,37210,132943,18528,14679,1887082,0.47076063164823423,0,2,1,Home,1
60,Self Employed,50692,35430,101090,57564,0,522182,0.04211575120800792,0,14,0,Car,1
57,Self Employed,29327,16581,326972,24769,8684,255934,0.7784803343673933,0,9,3,Personal,1
61,Private,97648,45396,1569786,19997,0,2857899,0.6612103648591716,1,16,4,Home,1
46,Private,30761,15073,285326,13527,6289,294851,0.8427284644017976,0,12,0,Car,1
47,Self Employed,270607,103286,2500000,7121,30536,7500000,0.292839076157254,0,1,1,Home,1
19,Self Employed,62446,21212,161066,140454,0,1914146,0.5529404483589183,0,1,0,Home,1
26,Self Employed,48381,25714,51024,2782,14497,1577938,0.9584038202745785,0,4,0,Home,0
64,Private,156900,97622,1991433,13210,40219,4753334,0.2527485346584317,0,11,3,Home,1
19,Business,12458,5041,19124,46009,3345,500000,0.9038136538715538,0,0,1,Home,0
46,Private,41285,19315,216005,24053,2913,415847,0.9475528227096023,0,15,0,Car,1
50,Government,37792,19724,363637,13299,10151,1452375,0.3780529532172785,0,3,0,Home,1
27,Private,43972,29160,288337,149758,8681,562300,0.3316612814043308,0,5,0,Business,1
51,Government,56143,19956,395789,30962,10540,376108,0.28323707009423527,0,20,0,Personal,1
61,Government,43202,17054,677457,12493,7507,352549,0.8427418995783887,1,22,2,Personal,1
25,Private,113618,75830,416530,58506,0,3562265,0.683725197023277,1,7,0,Home,0
54,Government,63654,20102,162565,6881,0,716006,0.20937161847634544,0,7,3,Business,1
50,Self Employed,65538,36861,479328,20684,0,303876,0.8550913865967308,0,3,1,Education,1
64,Government,64692,35956,959816,56900,21251,2246960,0.19149438052256185,0,14,2,Home,1
23,Private,22628,10257,78679,125420,0,142175,0.4897851992730371,0,1,1,Education,1
61,Government,55336,26963,687269,16489,0,1962578,0.11435780157109432,0,17,2,Home,1
57,Government,56493,36266,494788,6458,0,420275,0.6483362918786293,0,17,1,Personal,1
62,Private,24969,9138,237135,27105,0,338201,0.659757939049496,0,15,1,Business,1
36,Private,83416,32751,263832,88468,10890,951828,0.36231180610699076,0,14,0,Business,1
49,Business,14437,7289,47383,34863,2582,584800,0.1040421449538963,0,14,2,Home,1
44,Business,222309,103128,845094,29651,22478,2556862,0.5458644388624418,0,6,0,Business,1
18,Business,47929,25390,109458,13101,0,1713032,0.9206969470153019,0,0,0,Home,1
60,Private,29340,19608,385640,29968,7663,280630,0.7909790099939972,0,6,2,Business,1
50,Private,71014,47355,795053,66800,15903,427532,0.5742150042670905,0,11,0,Education,1
57,Government,71374,27979,233973,16125,0,773772,0.07524994074035762,0,0,0,Business,1
49,Self Employed,167320,70417,1269814,10314,20802,1576501,0.6557963204021656,0,2,1,Car,1
